file	word	syl	stress	status	position	label	sample	f0	step	time
americano_i_1	americano	3	paroxytone	control	1	u5	1	154.25	0.023	0.166
americano_i_1	americano	3	paroxytone	control	1	u5	2	153.28	0.023	0.189
americano_i_1	americano	3	paroxytone	control	1	u5	3	152.71	0.023	0.212
americano_i_1	americano	3	paroxytone	control	1	u5	4	152.62	0.023	0.234
americano_i_1	americano	3	paroxytone	control	1	u5	5	153.02	0.023	0.257
americano_i_1	americano	3	paroxytone	control	2	a	6	153.35	0.009	0.273
americano_i_1	americano	3	paroxytone	control	2	a	7	153.5	0.009	0.281
americano_i_1	americano	3	paroxytone	control	2	a	8	153.6	0.009	0.29
americano_i_1	americano	3	paroxytone	control	2	a	9	153.6	0.009	0.299
americano_i_1	americano	3	paroxytone	control	2	a	10	153.48	0.009	0.308
americano_i_1	americano	3	paroxytone	control	3	me	11	152.88	0.025	0.324
americano_i_1	americano	3	paroxytone	control	3	me	12	151.16	0.025	0.349
americano_i_1	americano	3	paroxytone	control	3	me	13	148.1	0.025	0.373
americano_i_1	americano	3	paroxytone	control	3	me	14	144.54	0.025	0.398
americano_i_1	americano	3	paroxytone	control	3	me	15	141.42	0.025	0.423
americano_i_1	americano	3	paroxytone	control	4	Ri	16	139.75	0.014	0.442
americano_i_1	americano	3	paroxytone	control	4	Ri	17	139.56	0.014	0.456
americano_i_1	americano	3	paroxytone	control	4	Ri	18	140.42	0.014	0.47
americano_i_1	americano	3	paroxytone	control	4	Ri	19	142.17	0.014	0.484
americano_i_1	americano	3	paroxytone	control	4	Ri	20	145.24	0.014	0.498
americano_i_1	americano	3	paroxytone	control	5	ka	21	152.73	0.033	0.521
americano_i_1	americano	3	paroxytone	control	5	ka	22	163.66	0.033	0.554
americano_i_1	americano	3	paroxytone	control	5	ka	23	174.74	0.033	0.586
americano_i_1	americano	3	paroxytone	control	5	ka	24	182.26	0.033	0.619
americano_i_1	americano	3	paroxytone	control	5	ka	25	188.45	0.033	0.652
americano_i_1	americano	3	paroxytone	control	6	nu5	26	192.3	0.03	0.683
americano_i_1	americano	3	paroxytone	control	6	nu5	27	194.33	0.03	0.713
americano_i_1	americano	3	paroxytone	control	6	nu5	28	194.13	0.03	0.743
americano_i_1	americano	3	paroxytone	control	6	nu5	29	192.81	0.03	0.772
americano_i_1	americano	3	paroxytone	control	6	nu5	30	189.59	0.03	0.802
americano_i_2	americano	3	paroxytone	control	1	u5	1	125.79	0.019	0.065
americano_i_2	americano	3	paroxytone	control	1	u5	2	123.86	0.019	0.084
americano_i_2	americano	3	paroxytone	control	1	u5	3	122.29	0.019	0.103
americano_i_2	americano	3	paroxytone	control	1	u5	4	121.26	0.019	0.123
americano_i_2	americano	3	paroxytone	control	1	u5	5	120.8	0.019	0.142
americano_i_2	americano	3	paroxytone	control	2	a	6	120.76	0.011	0.157
americano_i_2	americano	3	paroxytone	control	2	a	7	120.84	0.011	0.168
americano_i_2	americano	3	paroxytone	control	2	a	8	120.95	0.011	0.18
americano_i_2	americano	3	paroxytone	control	2	a	9	121.07	0.011	0.191
americano_i_2	americano	3	paroxytone	control	2	a	10	121.16	0.011	0.202
americano_i_2	americano	3	paroxytone	control	3	me	11	121.21	0.017	0.216
americano_i_2	americano	3	paroxytone	control	3	me	12	121.16	0.017	0.233
americano_i_2	americano	3	paroxytone	control	3	me	13	120.99	0.017	0.249
americano_i_2	americano	3	paroxytone	control	3	me	14	120.76	0.017	0.266
americano_i_2	americano	3	paroxytone	control	3	me	15	120.53	0.017	0.282
americano_i_2	americano	3	paroxytone	control	4	Ri	16	120.39	0.018	0.3
americano_i_2	americano	3	paroxytone	control	4	Ri	17	120.5	0.018	0.318
americano_i_2	americano	3	paroxytone	control	4	Ri	18	121.02	0.018	0.336
americano_i_2	americano	3	paroxytone	control	4	Ri	19	122.14	0.018	0.354
americano_i_2	americano	3	paroxytone	control	4	Ri	20	124	0.018	0.372
americano_i_2	americano	3	paroxytone	control	5	ka	21	127.21	0.047	0.405
americano_i_2	americano	3	paroxytone	control	5	ka	22	141.51	0.047	0.452
americano_i_2	americano	3	paroxytone	control	5	ka	23	155.55	0.047	0.499
americano_i_2	americano	3	paroxytone	control	5	ka	24	162.89	0.047	0.546
americano_i_2	americano	3	paroxytone	control	5	ka	25	169.2	0.047	0.593
americano_i_2	americano	3	paroxytone	control	6	nu5	26	172.09	0.04	0.637
americano_i_2	americano	3	paroxytone	control	6	nu5	27	171.8	0.04	0.677
americano_i_2	americano	3	paroxytone	control	6	nu5	28	168.5	0.04	0.717
americano_i_2	americano	3	paroxytone	control	6	nu5	29	165.22	0.04	0.757
americano_i_2	americano	3	paroxytone	control	6	nu5	30	162.17	0.04	0.797
americano_i_3	americano	3	paroxytone	control	1	u5	1	139.83	0.021	0.076
americano_i_3	americano	3	paroxytone	control	1	u5	2	139.03	0.021	0.097
americano_i_3	americano	3	paroxytone	control	1	u5	3	138.4	0.021	0.118
americano_i_3	americano	3	paroxytone	control	1	u5	4	138.12	0.021	0.138
americano_i_3	americano	3	paroxytone	control	1	u5	5	138.26	0.021	0.159
americano_i_3	americano	3	paroxytone	control	2	a	6	138.59	0.011	0.175
americano_i_3	americano	3	paroxytone	control	2	a	7	138.87	0.011	0.185
americano_i_3	americano	3	paroxytone	control	2	a	8	139.14	0.011	0.196
americano_i_3	americano	3	paroxytone	control	2	a	9	139.38	0.011	0.206
americano_i_3	americano	3	paroxytone	control	2	a	10	139.54	0.011	0.217
americano_i_3	americano	3	paroxytone	control	3	me	11	139.64	0.022	0.233
americano_i_3	americano	3	paroxytone	control	3	me	12	139.37	0.022	0.255
americano_i_3	americano	3	paroxytone	control	3	me	13	138.49	0.022	0.278
americano_i_3	americano	3	paroxytone	control	3	me	14	137.02	0.022	0.3
americano_i_3	americano	3	paroxytone	control	3	me	15	135.28	0.022	0.322
americano_i_3	americano	3	paroxytone	control	4	Ri	16	133.89	0.017	0.341
americano_i_3	americano	3	paroxytone	control	4	Ri	17	133	0.017	0.358
americano_i_3	americano	3	paroxytone	control	4	Ri	18	132.53	0.017	0.375
americano_i_3	americano	3	paroxytone	control	4	Ri	19	132.65	0.017	0.393
americano_i_3	americano	3	paroxytone	control	4	Ri	20	133.48	0.017	0.41
americano_i_3	americano	3	paroxytone	control	5	ka	21	135.65	0.043	0.439
americano_i_3	americano	3	paroxytone	control	5	ka	22	142.77	0.043	0.482
americano_i_3	americano	3	paroxytone	control	5	ka	23	155.06	0.043	0.524
americano_i_3	americano	3	paroxytone	control	5	ka	24	160.35	0.043	0.567
americano_i_3	americano	3	paroxytone	control	5	ka	25	166.15	0.043	0.609
americano_i_3	americano	3	paroxytone	control	6	nu5	26	168.41	0.035	0.648
americano_i_3	americano	3	paroxytone	control	6	nu5	27	167.48	0.035	0.683
americano_i_3	americano	3	paroxytone	control	6	nu5	28	164.3	0.035	0.718
americano_i_3	americano	3	paroxytone	control	6	nu5	29	161.16	0.035	0.753
americano_i_3	americano	3	paroxytone	control	6	nu5	30	158.96	0.035	0.788
americano_i_4	americano	3	paroxytone	control	1	u5	1	138.49	0.018	0.052
americano_i_4	americano	3	paroxytone	control	1	u5	2	139.24	0.018	0.07
americano_i_4	americano	3	paroxytone	control	1	u5	3	140.84	0.018	0.087
americano_i_4	americano	3	paroxytone	control	1	u5	4	143.24	0.018	0.105
americano_i_4	americano	3	paroxytone	control	1	u5	5	145.92	0.018	0.123
americano_i_4	americano	3	paroxytone	control	2	a	6	148.2	0.011	0.137
americano_i_4	americano	3	paroxytone	control	2	a	7	150.11	0.011	0.148
americano_i_4	americano	3	paroxytone	control	2	a	8	152.09	0.011	0.159
americano_i_4	americano	3	paroxytone	control	2	a	9	153.94	0.011	0.169
americano_i_4	americano	3	paroxytone	control	2	a	10	155.49	0.011	0.18
americano_i_4	americano	3	paroxytone	control	3	me	11	157.3	0.024	0.197
americano_i_4	americano	3	paroxytone	control	3	me	12	158.71	0.024	0.221
americano_i_4	americano	3	paroxytone	control	3	me	13	158.47	0.024	0.244
americano_i_4	americano	3	paroxytone	control	3	me	14	156.59	0.024	0.268
americano_i_4	americano	3	paroxytone	control	3	me	15	153.05	0.024	0.292
americano_i_4	americano	3	paroxytone	control	4	Ri	16	149.14	0.016	0.311
americano_i_4	americano	3	paroxytone	control	4	Ri	17	146.16	0.016	0.327
americano_i_4	americano	3	paroxytone	control	4	Ri	18	143.38	0.016	0.343
americano_i_4	americano	3	paroxytone	control	4	Ri	19	140.68	0.016	0.359
americano_i_4	americano	3	paroxytone	control	4	Ri	20	138.43	0.016	0.374
americano_i_4	americano	3	paroxytone	control	5	ka	21	138.02	0.049	0.407
americano_i_4	americano	3	paroxytone	control	5	ka	22	144.09	0.049	0.455
americano_i_4	americano	3	paroxytone	control	5	ka	23	148.41	0.049	0.504
americano_i_4	americano	3	paroxytone	control	5	ka	24	157.02	0.049	0.553
americano_i_4	americano	3	paroxytone	control	5	ka	25	166.41	0.049	0.602
americano_i_4	americano	3	paroxytone	control	6	nu5	26	172.54	0.038	0.645
americano_i_4	americano	3	paroxytone	control	6	nu5	27	174.93	0.038	0.684
americano_i_4	americano	3	paroxytone	control	6	nu5	28	174.5	0.038	0.722
americano_i_4	americano	3	paroxytone	control	6	nu5	29	173.12	0.038	0.761
americano_i_4	americano	3	paroxytone	control	6	nu5	30	170.45	0.038	0.799
americano_i_5	americano	3	paroxytone	control	1	u5	1	143.07	0.014	0.069
americano_i_5	americano	3	paroxytone	control	1	u5	2	145.53	0.014	0.082
americano_i_5	americano	3	paroxytone	control	1	u5	3	148.24	0.014	0.096
americano_i_5	americano	3	paroxytone	control	1	u5	4	151.04	0.014	0.11
americano_i_5	americano	3	paroxytone	control	1	u5	5	153.77	0.014	0.124
americano_i_5	americano	3	paroxytone	control	2	a	6	155.9	0.01	0.136
americano_i_5	americano	3	paroxytone	control	2	a	7	157.49	0.01	0.147
americano_i_5	americano	3	paroxytone	control	2	a	8	158.83	0.01	0.157
americano_i_5	americano	3	paroxytone	control	2	a	9	159.89	0.01	0.167
americano_i_5	americano	3	paroxytone	control	2	a	10	160.69	0.01	0.177
americano_i_5	americano	3	paroxytone	control	3	me	11	161.4	0.022	0.193
americano_i_5	americano	3	paroxytone	control	3	me	12	161.45	0.022	0.215
americano_i_5	americano	3	paroxytone	control	3	me	13	160.57	0.022	0.236
americano_i_5	americano	3	paroxytone	control	3	me	14	158.97	0.022	0.258
americano_i_5	americano	3	paroxytone	control	3	me	15	156.85	0.022	0.28
americano_i_5	americano	3	paroxytone	control	4	Ri	16	154.73	0.016	0.299
americano_i_5	americano	3	paroxytone	control	4	Ri	17	152.92	0.016	0.315
americano_i_5	americano	3	paroxytone	control	4	Ri	18	151.3	0.016	0.331
americano_i_5	americano	3	paroxytone	control	4	Ri	19	150.04	0.016	0.347
americano_i_5	americano	3	paroxytone	control	4	Ri	20	149.31	0.016	0.363
americano_i_5	americano	3	paroxytone	control	5	ka	21	149.91	0.047	0.395
americano_i_5	americano	3	paroxytone	control	5	ka	22	158.42	0.047	0.442
americano_i_5	americano	3	paroxytone	control	5	ka	23	166.28	0.047	0.49
americano_i_5	americano	3	paroxytone	control	5	ka	24	172.47	0.047	0.537
americano_i_5	americano	3	paroxytone	control	5	ka	25	177.66	0.047	0.585
americano_i_5	americano	3	paroxytone	control	6	nu5	26	179.5	0.033	0.625
americano_i_5	americano	3	paroxytone	control	6	nu5	27	179.56	0.033	0.658
americano_i_5	americano	3	paroxytone	control	6	nu5	28	178.86	0.033	0.69
americano_i_5	americano	3	paroxytone	control	6	nu5	29	178.29	0.033	0.723
americano_i_5	americano	3	paroxytone	control	6	nu5	30	178.28	0.033	0.756
americano_n_1	americano	3	paroxytone	new	1	uN5	1	165.12	0.04	0.109
americano_n_1	americano	3	paroxytone	new	1	uN5	2	167.77	0.04	0.149
americano_n_1	americano	3	paroxytone	new	1	uN5	3	167.1	0.04	0.189
americano_n_1	americano	3	paroxytone	new	1	uN5	4	162.18	0.04	0.229
americano_n_1	americano	3	paroxytone	new	1	uN5	5	156.1	0.04	0.269
americano_n_1	americano	3	paroxytone	new	2	a	6	152.75	0.01	0.294
americano_n_1	americano	3	paroxytone	new	2	a	7	151.48	0.01	0.305
americano_n_1	americano	3	paroxytone	new	2	a	8	150.3	0.01	0.315
americano_n_1	americano	3	paroxytone	new	2	a	9	149.24	0.01	0.325
americano_n_1	americano	3	paroxytone	new	2	a	10	148.29	0.01	0.335
americano_n_1	americano	3	paroxytone	new	3	me	11	146.94	0.023	0.351
americano_n_1	americano	3	paroxytone	new	3	me	12	145.13	0.023	0.374
americano_n_1	americano	3	paroxytone	new	3	me	13	142.9	0.023	0.397
americano_n_1	americano	3	paroxytone	new	3	me	14	140.05	0.023	0.42
americano_n_1	americano	3	paroxytone	new	3	me	15	137.06	0.023	0.443
americano_n_1	americano	3	paroxytone	new	4	Ri	16	134.55	0.018	0.463
americano_n_1	americano	3	paroxytone	new	4	Ri	17	132.48	0.018	0.481
americano_n_1	americano	3	paroxytone	new	4	Ri	18	130.78	0.018	0.499
americano_n_1	americano	3	paroxytone	new	4	Ri	19	129.77	0.018	0.517
americano_n_1	americano	3	paroxytone	new	4	Ri	20	129.59	0.018	0.535
americano_n_1	americano	3	paroxytone	new	5	ka	21	131.47	0.053	0.571
americano_n_1	americano	3	paroxytone	new	5	ka	22	144.11	0.053	0.624
americano_n_1	americano	3	paroxytone	new	5	ka	23	152.62	0.053	0.677
americano_n_1	americano	3	paroxytone	new	5	ka	24	163.46	0.053	0.73
americano_n_1	americano	3	paroxytone	new	5	ka	25	171.84	0.053	0.783
americano_n_1	americano	3	paroxytone	new	6	nu5	26	175.84	0.04	0.83
americano_n_1	americano	3	paroxytone	new	6	nu5	27	177	0.04	0.87
americano_n_1	americano	3	paroxytone	new	6	nu5	28	175.67	0.04	0.91
americano_n_1	americano	3	paroxytone	new	6	nu5	29	172.82	0.04	0.951
americano_n_1	americano	3	paroxytone	new	6	nu5	30	163.94	0.04	0.991
americano_n_2	americano	3	paroxytone	new	1	uN5	1	183.91	0.03	0.151
americano_n_2	americano	3	paroxytone	new	1	uN5	2	186.09	0.03	0.18
americano_n_2	americano	3	paroxytone	new	1	uN5	3	187.17	0.03	0.21
americano_n_2	americano	3	paroxytone	new	1	uN5	4	186.72	0.03	0.239
americano_n_2	americano	3	paroxytone	new	1	uN5	5	184.51	0.03	0.269
americano_n_2	americano	3	paroxytone	new	2	a	6	182.06	0.01	0.289
americano_n_2	americano	3	paroxytone	new	2	a	7	180.61	0.01	0.298
americano_n_2	americano	3	paroxytone	new	2	a	8	179	0.01	0.308
americano_n_2	americano	3	paroxytone	new	2	a	9	177.25	0.01	0.318
americano_n_2	americano	3	paroxytone	new	2	a	10	175.36	0.01	0.328
americano_n_2	americano	3	paroxytone	new	3	me	11	172.35	0.019	0.342
americano_n_2	americano	3	paroxytone	new	3	me	12	167.71	0.019	0.361
americano_n_2	americano	3	paroxytone	new	3	me	13	162.18	0.019	0.379
americano_n_2	americano	3	paroxytone	new	3	me	14	155.8	0.019	0.398
americano_n_2	americano	3	paroxytone	new	3	me	15	149.11	0.019	0.417
americano_n_2	americano	3	paroxytone	new	4	Ri	16	142.99	0.018	0.435
americano_n_2	americano	3	paroxytone	new	4	Ri	17	137.88	0.018	0.453
americano_n_2	americano	3	paroxytone	new	4	Ri	18	133.71	0.018	0.47
americano_n_2	americano	3	paroxytone	new	4	Ri	19	130.48	0.018	0.488
americano_n_2	americano	3	paroxytone	new	4	Ri	20	128.34	0.018	0.505
americano_n_2	americano	3	paroxytone	new	5	ka	21	128.31	0.058	0.543
americano_n_2	americano	3	paroxytone	new	5	ka	22	136.92	0.058	0.6
americano_n_2	americano	3	paroxytone	new	5	ka	23	142.1	0.058	0.658
americano_n_2	americano	3	paroxytone	new	5	ka	24	145.9	0.058	0.716
americano_n_2	americano	3	paroxytone	new	5	ka	25	145.15	0.058	0.773
americano_n_2	americano	3	paroxytone	new	6	nu5	26	142.02	0.039	0.822
americano_n_2	americano	3	paroxytone	new	6	nu5	27	139.34	0.039	0.861
americano_n_2	americano	3	paroxytone	new	6	nu5	28	137.39	0.039	0.9
americano_n_2	americano	3	paroxytone	new	6	nu5	29	137.2	0.039	0.939
americano_n_2	americano	3	paroxytone	new	6	nu5	30	137.43	0.039	0.978
americano_n_3	americano	3	paroxytone	new	1	u5	1	148.52	0.021	0.159
americano_n_3	americano	3	paroxytone	new	1	u5	2	148.98	0.021	0.18
americano_n_3	americano	3	paroxytone	new	1	u5	3	149.96	0.021	0.201
americano_n_3	americano	3	paroxytone	new	1	u5	4	151.37	0.021	0.222
americano_n_3	americano	3	paroxytone	new	1	u5	5	153.15	0.021	0.243
americano_n_3	americano	3	paroxytone	new	2	a	6	154.73	0.01	0.259
americano_n_3	americano	3	paroxytone	new	2	a	7	155.79	0.01	0.269
americano_n_3	americano	3	paroxytone	new	2	a	8	156.82	0.01	0.278
americano_n_3	americano	3	paroxytone	new	2	a	9	157.73	0.01	0.288
americano_n_3	americano	3	paroxytone	new	2	a	10	158.51	0.01	0.298
americano_n_3	americano	3	paroxytone	new	3	me	11	159.57	0.025	0.316
americano_n_3	americano	3	paroxytone	new	3	me	12	160.37	0.025	0.341
americano_n_3	americano	3	paroxytone	new	3	me	13	160	0.025	0.366
americano_n_3	americano	3	paroxytone	new	3	me	14	158.44	0.025	0.391
americano_n_3	americano	3	paroxytone	new	3	me	15	156.04	0.025	0.416
americano_n_3	americano	3	paroxytone	new	4	Ri	16	153.48	0.018	0.437
americano_n_3	americano	3	paroxytone	new	4	Ri	17	151.55	0.018	0.455
americano_n_3	americano	3	paroxytone	new	4	Ri	18	150.21	0.018	0.473
americano_n_3	americano	3	paroxytone	new	4	Ri	19	149.38	0.018	0.491
americano_n_3	americano	3	paroxytone	new	4	Ri	20	149.15	0.018	0.509
americano_n_3	americano	3	paroxytone	new	5	ka	21	150.44	0.054	0.544
americano_n_3	americano	3	paroxytone	new	5	ka	22	155.79	0.054	0.598
americano_n_3	americano	3	paroxytone	new	5	ka	23	160.37	0.054	0.652
americano_n_3	americano	3	paroxytone	new	5	ka	24	162.1	0.054	0.705
americano_n_3	americano	3	paroxytone	new	5	ka	25	158.05	0.054	0.759
americano_n_3	americano	3	paroxytone	new	6	nu5	26	147.96	0.036	0.804
americano_n_3	americano	3	paroxytone	new	6	nu5	27	139.4	0.036	0.839
americano_n_3	americano	3	paroxytone	new	6	nu5	28	132.88	0.036	0.875
americano_n_3	americano	3	paroxytone	new	6	nu5	29	132.37	0.036	0.911
americano_n_3	americano	3	paroxytone	new	6	nu5	30	134.09	0.036	0.946
americano_n_4	americano	3	paroxytone	new	1	uN5	1	182.25	0.027	0.158
americano_n_4	americano	3	paroxytone	new	1	uN5	2	182.36	0.027	0.185
americano_n_4	americano	3	paroxytone	new	1	uN5	3	182.25	0.027	0.212
americano_n_4	americano	3	paroxytone	new	1	uN5	4	181.67	0.027	0.24
americano_n_4	americano	3	paroxytone	new	1	uN5	5	180.25	0.027	0.267
americano_n_4	americano	3	paroxytone	new	2	a	6	178.4	0.01	0.286
americano_n_4	americano	3	paroxytone	new	2	a	7	177.21	0.01	0.296
americano_n_4	americano	3	paroxytone	new	2	a	8	175.93	0.01	0.306
americano_n_4	americano	3	paroxytone	new	2	a	9	174.44	0.01	0.316
americano_n_4	americano	3	paroxytone	new	2	a	10	172.61	0.01	0.325
americano_n_4	americano	3	paroxytone	new	3	me	11	169.44	0.017	0.339
americano_n_4	americano	3	paroxytone	new	3	me	12	165.07	0.017	0.356
americano_n_4	americano	3	paroxytone	new	3	me	13	160.76	0.017	0.374
americano_n_4	americano	3	paroxytone	new	3	me	14	155.63	0.017	0.391
americano_n_4	americano	3	paroxytone	new	3	me	15	149.91	0.017	0.409
americano_n_4	americano	3	paroxytone	new	4	Ri	16	144.69	0.019	0.427
americano_n_4	americano	3	paroxytone	new	4	Ri	17	139.99	0.019	0.445
americano_n_4	americano	3	paroxytone	new	4	Ri	18	135.58	0.019	0.464
americano_n_4	americano	3	paroxytone	new	4	Ri	19	132.69	0.019	0.482
americano_n_4	americano	3	paroxytone	new	4	Ri	20	131.45	0.019	0.501
americano_n_4	americano	3	paroxytone	new	5	ka	21	132.47	0.056	0.538
americano_n_4	americano	3	paroxytone	new	5	ka	22	144.68	0.056	0.595
americano_n_4	americano	3	paroxytone	new	5	ka	23	152.17	0.056	0.651
americano_n_4	americano	3	paroxytone	new	5	ka	24	157.95	0.056	0.707
americano_n_4	americano	3	paroxytone	new	5	ka	25	158.81	0.056	0.763
americano_n_4	americano	3	paroxytone	new	6	nu5	26	155.7	0.051	0.817
americano_n_4	americano	3	paroxytone	new	6	nu5	27	152.51	0.051	0.867
americano_n_4	americano	3	paroxytone	new	6	nu5	28	151.7	0.051	0.918
americano_n_4	americano	3	paroxytone	new	6	nu5	29	152.6	0.051	0.969
americano_n_4	americano	3	paroxytone	new	6	nu5	30	155.29	0.051	1.019
americano_n_5	americano	3	paroxytone	new	1	uN5	1	146.47	0.025	0.119
americano_n_5	americano	3	paroxytone	new	1	uN5	2	145.34	0.025	0.144
americano_n_5	americano	3	paroxytone	new	1	uN5	3	144.61	0.025	0.17
americano_n_5	americano	3	paroxytone	new	1	uN5	4	144.39	0.025	0.195
americano_n_5	americano	3	paroxytone	new	1	uN5	5	144.5	0.025	0.22
americano_n_5	americano	3	paroxytone	new	2	a	6	144.54	0.012	0.239
americano_n_5	americano	3	paroxytone	new	2	a	7	144.4	0.012	0.251
americano_n_5	americano	3	paroxytone	new	2	a	8	144.05	0.012	0.264
americano_n_5	americano	3	paroxytone	new	2	a	9	143.46	0.012	0.276
americano_n_5	americano	3	paroxytone	new	2	a	10	142.62	0.012	0.289
americano_n_5	americano	3	paroxytone	new	3	me	11	141.27	0.019	0.305
americano_n_5	americano	3	paroxytone	new	3	me	12	139.2	0.019	0.323
americano_n_5	americano	3	paroxytone	new	3	me	13	136.58	0.019	0.342
americano_n_5	americano	3	paroxytone	new	3	me	14	133.46	0.019	0.361
americano_n_5	americano	3	paroxytone	new	3	me	15	130.04	0.019	0.38
americano_n_5	americano	3	paroxytone	new	4	Ri	16	126.78	0.019	0.399
americano_n_5	americano	3	paroxytone	new	4	Ri	17	124.1	0.019	0.418
americano_n_5	americano	3	paroxytone	new	4	Ri	18	122.34	0.019	0.437
americano_n_5	americano	3	paroxytone	new	4	Ri	19	121.66	0.019	0.456
americano_n_5	americano	3	paroxytone	new	4	Ri	20	122.36	0.019	0.475
americano_n_5	americano	3	paroxytone	new	5	ka	21	126.18	0.051	0.51
americano_n_5	americano	3	paroxytone	new	5	ka	22	146.02	0.051	0.561
americano_n_5	americano	3	paroxytone	new	5	ka	23	157.63	0.051	0.612
americano_n_5	americano	3	paroxytone	new	5	ka	24	166.3	0.051	0.664
americano_n_5	americano	3	paroxytone	new	5	ka	25	168.7	0.051	0.715
americano_n_5	americano	3	paroxytone	new	6	nu5	26	168.55	0.046	0.764
americano_n_5	americano	3	paroxytone	new	6	nu5	27	167.37	0.046	0.81
americano_n_5	americano	3	paroxytone	new	6	nu5	28	164.9	0.046	0.856
americano_n_5	americano	3	paroxytone	new	6	nu5	29	162.86	0.046	0.902
americano_n_5	americano	3	paroxytone	new	6	nu5	30	158.35	0.046	0.947
americano_o_1	americano	3	paroxytone	given	1	u5	1	138.62	0.022	0.268
americano_o_1	americano	3	paroxytone	given	1	u5	2	137.54	0.022	0.291
americano_o_1	americano	3	paroxytone	given	1	u5	3	136.48	0.022	0.313
americano_o_1	americano	3	paroxytone	given	1	u5	4	135.73	0.022	0.336
americano_o_1	americano	3	paroxytone	given	1	u5	5	135.47	0.022	0.358
americano_o_1	americano	3	paroxytone	given	2	a	6	135.5	0.009	0.374
americano_o_1	americano	3	paroxytone	given	2	a	7	135.57	0.009	0.383
americano_o_1	americano	3	paroxytone	given	2	a	8	135.63	0.009	0.393
americano_o_1	americano	3	paroxytone	given	2	a	9	135.65	0.009	0.402
americano_o_1	americano	3	paroxytone	given	2	a	10	135.61	0.009	0.411
americano_o_1	americano	3	paroxytone	given	3	me	11	135.39	0.019	0.425
americano_o_1	americano	3	paroxytone	given	3	me	12	134.66	0.019	0.444
americano_o_1	americano	3	paroxytone	given	3	me	13	133.41	0.019	0.463
americano_o_1	americano	3	paroxytone	given	3	me	14	131.73	0.019	0.482
americano_o_1	americano	3	paroxytone	given	3	me	15	129.85	0.019	0.501
americano_o_1	americano	3	paroxytone	given	4	Ri	16	128.16	0.017	0.519
americano_o_1	americano	3	paroxytone	given	4	Ri	17	126.86	0.017	0.536
americano_o_1	americano	3	paroxytone	given	4	Ri	18	126.04	0.017	0.552
americano_o_1	americano	3	paroxytone	given	4	Ri	19	125.78	0.017	0.569
americano_o_1	americano	3	paroxytone	given	4	Ri	20	126.09	0.017	0.586
americano_o_1	americano	3	paroxytone	given	5	ka	21	128.04	0.053	0.62
americano_o_1	americano	3	paroxytone	given	5	ka	22	138.09	0.053	0.673
americano_o_1	americano	3	paroxytone	given	5	ka	23	146.01	0.053	0.726
americano_o_1	americano	3	paroxytone	given	5	ka	24	149.76	0.053	0.778
americano_o_1	americano	3	paroxytone	given	5	ka	25	148.49	0.053	0.831
americano_o_1	americano	3	paroxytone	given	6	nu5	26	142.05	0.038	0.876
americano_o_1	americano	3	paroxytone	given	6	nu5	27	134.87	0.038	0.914
americano_o_1	americano	3	paroxytone	given	6	nu5	28	127.99	0.038	0.952
americano_o_1	americano	3	paroxytone	given	6	nu5	29	123.26	0.038	0.99
americano_o_1	americano	3	paroxytone	given	6	nu5	30	122.37	0.038	1.028
americano_o_2	americano	3	paroxytone	given	1	u5	1	121.08	0.018	0.307
americano_o_2	americano	3	paroxytone	given	1	u5	2	121.05	0.018	0.325
americano_o_2	americano	3	paroxytone	given	1	u5	3	121.03	0.018	0.344
americano_o_2	americano	3	paroxytone	given	1	u5	4	121.02	0.018	0.362
americano_o_2	americano	3	paroxytone	given	1	u5	5	120.95	0.018	0.381
americano_o_2	americano	3	paroxytone	given	2	a	6	120.84	0.008	0.394
americano_o_2	americano	3	paroxytone	given	2	a	7	120.74	0.008	0.402
americano_o_2	americano	3	paroxytone	given	2	a	8	120.62	0.008	0.409
americano_o_2	americano	3	paroxytone	given	2	a	9	120.47	0.008	0.417
americano_o_2	americano	3	paroxytone	given	2	a	10	120.3	0.008	0.425
americano_o_2	americano	3	paroxytone	given	3	me	11	119.94	0.019	0.438
americano_o_2	americano	3	paroxytone	given	3	me	12	119.32	0.019	0.457
americano_o_2	americano	3	paroxytone	given	3	me	13	118.61	0.019	0.476
americano_o_2	americano	3	paroxytone	given	3	me	14	117.86	0.019	0.496
americano_o_2	americano	3	paroxytone	given	3	me	15	117.16	0.019	0.515
americano_o_2	americano	3	paroxytone	given	4	Ri	16	116.67	0.014	0.531
americano_o_2	americano	3	paroxytone	given	4	Ri	17	116.42	0.014	0.545
americano_o_2	americano	3	paroxytone	given	4	Ri	18	116.43	0.014	0.559
americano_o_2	americano	3	paroxytone	given	4	Ri	19	116.71	0.014	0.574
americano_o_2	americano	3	paroxytone	given	4	Ri	20	117.38	0.014	0.588
americano_o_2	americano	3	paroxytone	given	5	ka	21	119.25	0.047	0.618
americano_o_2	americano	3	paroxytone	given	5	ka	22	129.49	0.047	0.665
americano_o_2	americano	3	paroxytone	given	5	ka	23	139	0.047	0.711
americano_o_2	americano	3	paroxytone	given	5	ka	24	143.06	0.047	0.758
americano_o_2	americano	3	paroxytone	given	5	ka	25	142.34	0.047	0.804
americano_o_2	americano	3	paroxytone	given	6	nu5	26	137.15	0.046	0.851
americano_o_2	americano	3	paroxytone	given	6	nu5	27	130.47	0.046	0.896
americano_o_2	americano	3	paroxytone	given	6	nu5	28	123.86	0.046	0.942
